Episode Number,Episode Title,Fact Number,Presenter,Fact,Start Time,Publish Date,Episode Slug
,501. No Such Thing As Republican Barbie,2,Anna Ptaszynski,"In 1920, a man named Arthur Cobcroft died from laughter after comparing commodity prices from 1915 to 1920 and finding the difference hilarious.",00:05:00,2023-10-19T23:01:01.000Z,501-no-such-thing-as-republican-barbie
,501. No Such Thing As Republican Barbie,3,James Harkin,"Bungay in East Anglia has the highest number of Satanists in the UK, according to a census.",00:08:02,2023-10-19T23:01:01.000Z,501-no-such-thing-as-republican-barbie
,501. No Such Thing As Republican Barbie,4,Andrew Hunter Murray,"In 1996, the Swedish Navy admitted that they had mistaken otters splashing for Russian submarines in their waters.",00:23:20,2023-10-19T23:01:01.000Z,501-no-such-thing-as-republican-barbie
,502. No Such Thing As The Opposite Of February,1,David Mitchell,"My fact is that King Stephen owed his throne to food poisoning or, you know, the shit.",00:02:23,2023-10-26T23:05:01.000Z,502-no-such-thing-as-the-opposite-of-february
,502. No Such Thing As The Opposite Of February,2,Andrew Hunter Murray,"My fact is that sea turtles have been going to the same restaurant for 3,000 years.",00:22:00,2023-10-26T23:05:01.000Z,502-no-such-thing-as-the-opposite-of-february
,502. No Such Thing As The Opposite Of February,3,James Harkin,"Okay, my fact this week is that in 1861, there was one street musician for every ten streets in London.",00:33:51,2023-10-26T23:05:01.000Z,502-no-such-thing-as-the-opposite-of-february
,502. No Such Thing As The Opposite Of February,4,Dan Schreiber,"My fact is that in 1993, a man in Brazil who robbed a factory of its glue was arrested 36 hours later, still in the factory he was robbing, because he was stuck to the glue he was stealing.",00:48:03,2023-10-26T23:05:01.000Z,502-no-such-thing-as-the-opposite-of-february
,503. No Such Thing As Meat Cute,1,Maisie Adam,The first fizzy drink tasted of urine.,00:02:33,2023-11-03T00:05:01.000Z,503-no-such-thing-as-meat-cute
,503. No Such Thing As Meat Cute,2,James Harkin,"Brazilian footballer Formiga is the only athlete to ever compete in a team sport in seven Olympics, but when she was born, it was illegal for women to play football in Brazil.",00:18:50,2023-11-03T00:05:01.000Z,503-no-such-thing-as-meat-cute
,503. No Such Thing As Meat Cute,3,Andrew Hunter Murray,American schools have a sport of competitive meat judging.,00:33:12,2023-11-03T00:05:01.000Z,503-no-such-thing-as-meat-cute
,503. No Such Thing As Meat Cute,4,Dan Schreiber,"The first wireless headset microphone was made for Kate Bush, and it was made out of an old coat hanger.",00:47:56,2023-11-03T00:05:01.000Z,503-no-such-thing-as-meat-cute
,504. No Such Thing As Captive Willy,1,Andrew Hunter Murray,The beep was invented in 1957.,00:00:37,2023-11-10T00:05:01.000Z,504-no-such-thing-as-captive-willy
,504. No Such Thing As Captive Willy,2,James Harkin,William Gladstone once canceled an evening engagement so he could binge on the latest popular drama series.,00:15:20,2023-11-10T00:05:01.000Z,504-no-such-thing-as-captive-willy
,504. No Such Thing As Captive Willy,3,Dan Schreiber,15th century Korean royals had their lives so thoroughly documented that the records include kings complaining about their recorders recording them.,00:31:42,2023-11-10T00:05:01.000Z,504-no-such-thing-as-captive-willy
,504. No Such Thing As Captive Willy,4,Anna Ptaszynski,"In real life, it was difficult to free Willy because he couldn't hold his breath under water for long enough.",00:45:23,2023-11-10T00:05:01.000Z,504-no-such-thing-as-captive-willy
,505. No Such Thing As Hitchcock's 'The Worms',1,Andrew Hunter Murray,My fact is that for years scientists thought Starfish had no heads. It now turns out they have no bodies.,00:00:40,2023-11-17T00:05:01.000Z,505-no-such-thing-as-hitchcock-s-the-worms
,505. No Such Thing As Hitchcock's 'The Worms',2,Dan Schreiber,My fact this week is that one of the best times for Dracula to suck your blood is while you are watching a Dracula movie.,00:15:38,2023-11-17T00:05:01.000Z,505-no-such-thing-as-hitchcock-s-the-worms
,505. No Such Thing As Hitchcock's 'The Worms',3,James Harkin,"Okay, my fact this week is that in 1554, thousands of people in London were convinced that they heard an angel talking to them from behind a wall and slagging off the Queen.",00:24:40,2023-11-17T00:05:01.000Z,505-no-such-thing-as-hitchcock-s-the-worms
,505. No Such Thing As Hitchcock's 'The Worms',4,Anna Ptaszynski,"My fact this week is that this year, a woman was injured when she was attacked twice: once by a five-foot-long snake that fell from the sky, then immediately afterwards by the hawk that dropped it.",00:40:28,2023-11-17T00:05:01.000Z,505-no-such-thing-as-hitchcock-s-the-worms
,506. No Such Thing As Jenga Cop,1,Anna Ptaszynski,"My fact this week is that your brain contains a tender mother, a tough mother and a spider mother.",00:03:12,2023-11-24T00:05:00.000Z,506-no-such-thing-as-jenga-cop
,506. No Such Thing As Jenga Cop,2,Dan Schreiber,"My fact this week is that at the 1984 US Grand Prix, it was thought that Ayrton Senna crashed into a wall on the 47th lap. But it turns out it was actually the wall that crashed into him.",00:15:21,2023-11-24T00:05:00.000Z,506-no-such-thing-as-jenga-cop
,506. No Such Thing As Jenga Cop,3,Andrew Hunter Murray,"My fact is, there is such a thing as a ghost pond.",00:33:08,2023-11-24T00:05:00.000Z,506-no-such-thing-as-jenga-cop
,506. No Such Thing As Jenga Cop,4,James Harkin,"Okay, my fact this week is that in 1912, the woman with the most perfect feet in America was devastated because her husband was jealous of all the attention she was getting.",00:45:15,2023-11-24T00:05:00.000Z,506-no-such-thing-as-jenga-cop
,507. No Such Thing As Fangtooth Boxing,1,Anna Ptaszynski,A list of adorable things written over a thousand years ago includes chicks who look like their clothes are too big for them and faces drawn on melons.,00:03:48,2023-12-01T00:05:01.000Z,507-no-such-thing-as-fangtooth-boxing
,507. No Such Thing As Fangtooth Boxing,2,Anne Miller,The Viperfish has teeth that are so long it can't close its mouth properly or it would impale its own brain.,00:17:53,2023-12-01T00:05:01.000Z,507-no-such-thing-as-fangtooth-boxing
,507. No Such Thing As Fangtooth Boxing,3,Dan Schreiber,A book club in America has finally finished reading Finnegan's Wake after 28 years of monthly meet-ups.,00:30:35,2023-12-01T00:05:01.000Z,507-no-such-thing-as-fangtooth-boxing
,507. No Such Thing As Fangtooth Boxing,4,James Harkin,The liquid in a can of beans is more likely to make you fart than the beans themselves.,00:48:06,2023-12-01T00:05:01.000Z,507-no-such-thing-as-fangtooth-boxing
,508. No Such Thing As A Dragon Walk,1,James Harkin,"The artist Goya, who was famously a deaf man, lived in a house called the House of the Deaf Man, which was actually named after a different deaf man who lived in that house.",00:02:36,2023-12-08T00:05:01.000Z,508-no-such-thing-as-a-dragon-walk
,508. No Such Thing As A Dragon Walk,2,Dan Schreiber,"Before governments experienced cyber attacks, they had to deal with fax attacks.",00:16:47,2023-12-08T00:05:01.000Z,508-no-such-thing-as-a-dragon-walk
,508. No Such Thing As A Dragon Walk,3,Anna Ptaszynski,"For 200 years, humans made wire by soaking steel in urine before realizing that water works just as well.",00:29:23,2023-12-08T00:05:01.000Z,508-no-such-thing-as-a-dragon-walk
,508. No Such Thing As A Dragon Walk,4,Alex Bell,Dragonfly wings are equipped with tiny knives that physically rip bacteria apart.,00:43:35,2023-12-08T00:05:01.000Z,508-no-such-thing-as-a-dragon-walk
,509. No Such Thing As A Sausage Dog Helicopter,1,Andrew Hunter Murray,"After a journey of 60 million miles this year, NASA finally brought a fragment of an asteroid back to Earth in a special capsule. Unfortunately, they can't get into it because they don't have the right screwdriver.",00:02:40,2023-12-15T00:05:00.000Z,509-no-such-thing-as-a-sausage-dog-helicopter
,509. No Such Thing As A Sausage Dog Helicopter,2,Anna Ptaszynski,The heirs who inherited Silvio Berlusconi's properties had to deal with the 20 bunga bunga showgirls still living in them.,00:19:02,2023-12-15T00:05:00.000Z,509-no-such-thing-as-a-sausage-dog-helicopter
,509. No Such Thing As A Sausage Dog Helicopter,3,James Harkin,"England footballer Ivan Toney, who was suspended for gambling in May, has the middle names Benjamin Elijah, meaning his initials spell out I bet.",00:32:42,2023-12-15T00:05:00.000Z,509-no-such-thing-as-a-sausage-dog-helicopter
,509. No Such Thing As A Sausage Dog Helicopter,4,Dan Schreiber,This year we discovered that crocodiles are horny for helicopters.,00:38:38,2023-12-15T00:05:00.000Z,509-no-such-thing-as-a-sausage-dog-helicopter
,510. No Such Thing As Pumpkin Spice Moss,1,Anna Ptaszynski,"When concocting its pumpkin spice latte flavour, Starbucks tried various ratios of pumpkin to spice, before eventually settling on 100% spice, 0% pumpkin.",00:00:41,2023-12-22T00:01:01.000Z,510-no-such-thing-as-pumpkin-spice-moss
,510. No Such Thing As Pumpkin Spice Moss,2,Andrew Hunter Murray,"When making sherry, it is important that you leave space for two fists inside your bunghole.",00:13:12,2023-12-22T00:01:01.000Z,510-no-such-thing-as-pumpkin-spice-moss
,510. No Such Thing As Pumpkin Spice Moss,3,James Harkin,The 1894 Baltimore Orioles baseball team had a superstition in which every player would drink a glass of gravy before every match.,00:26:26,2023-12-22T00:01:01.000Z,510-no-such-thing-as-pumpkin-spice-moss
,510. No Such Thing As Pumpkin Spice Moss,4,Dan Schreiber,"Every year, on November 29th, people in the Netherlands put a pancake on their head.",00:37:28,2023-12-22T00:01:01.000Z,510-no-such-thing-as-pumpkin-spice-moss
,511. No Such Thing As An Honest Washing Machine,1,Andrew Hunter Murray,"A team in Darwin, Australia, drove a car named Mudcrab, seven kilometers underwater across the harbour, breaking two world records: longest underwater drive and the deepest underwater drive.",00:01:24,2023-12-29T00:05:01.000Z,511-no-such-thing-as-an-honest-washing-machine
,511. No Such Thing As An Honest Washing Machine,2,James Harkin,"The world record for highest jump into water is held by Rick Charles at 172 feet, which is 20 feet higher than the Statue of Liberty.",00:07:37,2023-12-29T00:05:01.000Z,511-no-such-thing-as-an-honest-washing-machine
,511. No Such Thing As An Honest Washing Machine,3,Dan Schreiber,"At the estimated most populous, there were as many Neanderthals as modern humans living in Torquay, which is about 52,000.",00:09:20,2023-12-29T00:05:01.000Z,511-no-such-thing-as-an-honest-washing-machine
,511. No Such Thing As An Honest Washing Machine,4,Anna Ptaszynski,The British Basketball League is having to change its name as no one can Google it because the acronym is shared with a surgical procedure that's become very popular in recent years: Brazilian butt lift.,00:11:49,2023-12-29T00:05:01.000Z,511-no-such-thing-as-an-honest-washing-machine
,512. No Such Thing As A Dirty Bar Of Soap,1,Reese James,Soap is the best way to move a building.,00:02:15,2024-01-04T23:55:01.000Z,512-no-such-thing-as-a-dirty-bar-of-soap
,512. No Such Thing As A Dirty Bar Of Soap,2,Andrew Hunter Murray,"The 19th century author, Thomas Hardy, had two funerals at the same time.",00:16:15,2024-01-04T23:55:01.000Z,512-no-such-thing-as-a-dirty-bar-of-soap
,512. No Such Thing As A Dirty Bar Of Soap,3,Dan Schreiber,The UK literally have fashion police.,00:31:48,2024-01-04T23:55:01.000Z,512-no-such-thing-as-a-dirty-bar-of-soap
,512. No Such Thing As A Dirty Bar Of Soap,4,Anna Ptaszynski,Parents of newborn penguins take thousands of naps per day.,00:44:28,2024-01-04T23:55:01.000Z,512-no-such-thing-as-a-dirty-bar-of-soap
,513. No Such Thing As Upside-Down Space Rain,1,Stevie Martin,"My fact is that Australia is wider than the moon, except technically it's not.",00:01:29,2024-01-12T00:05:00.000Z,513-no-such-thing-as-upside-down-space-rain
,513. No Such Thing As Upside-Down Space Rain,2,Dan Schreiber,"My fact this week is that as a child, Roald Dahl was used as a guinea pig for a chocolate factory.",00:15:15,2024-01-12T00:05:00.000Z,513-no-such-thing-as-upside-down-space-rain
,513. No Such Thing As Upside-Down Space Rain,3,Anna Ptaszynski,My fact this week is that the thumbs up emoji is contractually binding in Canada.,00:29:26,2024-01-12T00:05:00.000Z,513-no-such-thing-as-upside-down-space-rain
,513. No Such Thing As Upside-Down Space Rain,4,Andrew Hunter Murray,My fact is that there is a fish that spends its entire life upside down.,00:41:57,2024-01-12T00:05:00.000Z,513-no-such-thing-as-upside-down-space-rain
,514. No Such Thing As A Computer Tower,1,James Harkin,Everyone in the French town of Evian is allowed unlimited free Evian.,00:00:34,2024-01-19T00:05:00.000Z,514-no-such-thing-as-a-computer-tower
,514. No Such Thing As A Computer Tower,2,Anna Ptaszynski,There's a mangrove forest in Indonesia that's actually a womangrove.,00:15:17,2024-01-19T00:05:00.000Z,514-no-such-thing-as-a-computer-tower
,514. No Such Thing As A Computer Tower,3,Andrew Hunter Murray,"Until the early 20th century, Swiss people were routinely being injured by the last ice age.",00:27:44,2024-01-19T00:05:00.000Z,514-no-such-thing-as-a-computer-tower
,514. No Such Thing As A Computer Tower,4,Dan Schreiber,"During the reign of Charles II, women's dressing tables tended to include both face and nipple makeup.",00:44:46,2024-01-19T00:05:00.000Z,514-no-such-thing-as-a-computer-tower
,515. No Such Thing As A Reindeer Stockbroker,1,Liying Li,"During World War II, Bletchley Park was forced to have a teacup amnesty.",00:01:36,2024-01-26T00:05:00.000Z,515-no-such-thing-as-a-reindeer-stockbroker
,515. No Such Thing As A Reindeer Stockbroker,2,Andrew Hunter Murray,18th century sea captains sometimes used their sailors as sails.,00:17:52,2024-01-26T00:05:00.000Z,515-no-such-thing-as-a-reindeer-stockbroker
,515. No Such Thing As A Reindeer Stockbroker,3,Anna Ptaszynski,Reindeer can chew in their sleep.,00:31:10,2024-01-26T00:05:00.000Z,515-no-such-thing-as-a-reindeer-stockbroker
,515. No Such Thing As A Reindeer Stockbroker,4,James Harkin,"From 1841 to 1851, the MP for Thirsk thought he was a bird.",00:45:51,2024-01-26T00:05:00.000Z,515-no-such-thing-as-a-reindeer-stockbroker
,516. No Such Thing As Zeno's Harbour,1,Ethan Rupertelia,"In the 2020 Tokyo Olympics, archers competed on top of a rubbish heap.",00:01:09,2024-02-02T00:05:01.000Z,516-no-such-thing-as-zeno-s-harbour
,516. No Such Thing As Zeno's Harbour,2,Andrew Hunter Murray,The man who invented the electric blanket also invented a device to electrocute squirrels to keep them off his bird feeder.,00:13:43,2024-02-02T00:05:01.000Z,516-no-such-thing-as-zeno-s-harbour
,516. No Such Thing As Zeno's Harbour,3,Anna Ptaszynski,There's a sea harbour in Uzbekistan that's 150 kilometres from the sea.,00:24:45,2024-02-02T00:05:01.000Z,516-no-such-thing-as-zeno-s-harbour
,516. No Such Thing As Zeno's Harbour,4,James Harkin,Wombat burrows can be explored by a special robot called a wombot.,00:44:34,2024-02-02T00:05:01.000Z,516-no-such-thing-as-zeno-s-harbour
,517. No Such Thing As Julius Caesar's Dad Jokes,1,Andrew Hunter Murray,Thousands of soldiers who died at Waterloo were turned into sugar.,00:00:39,2024-02-09T00:05:00.000Z,517-no-such-thing-as-julius-caesar-s-dad-jokes
,517. No Such Thing As Julius Caesar's Dad Jokes,2,James Harkin,"Puffer fish don't have a functioning stomach, so they digest food in their rectum.",00:14:28,2024-02-09T00:05:00.000Z,517-no-such-thing-as-julius-caesar-s-dad-jokes
,517. No Such Thing As Julius Caesar's Dad Jokes,3,Dan Schreiber,"As there used to be no way of duplicating a record, one of the best selling songs of the 1890s had to be recorded over 10,000 times by the same singer.",00:26:31,2024-02-09T00:05:00.000Z,517-no-such-thing-as-julius-caesar-s-dad-jokes
,517. No Such Thing As Julius Caesar's Dad Jokes,4,Anna Ptaszynski,The US government maintains a database of dad jokes.,00:36:20,2024-02-09T00:05:00.000Z,517-no-such-thing-as-julius-caesar-s-dad-jokes
,518. No Such Thing As Andrew Marvell's Cinematic Universe,1,Anna Ptaszynski,"Shortly after writing an essay on why writers shouldn't publish anonymously, Anthony Trollope published a book anonymously.",00:00:38,2024-02-16T00:05:01.000Z,518-no-such-thing-as-andrew-marvell-s-cinematic-universe
,518. No Such Thing As Andrew Marvell's Cinematic Universe,2,Dan Schreiber,"In 2008, a TV channel spent the day rescheduling shows so that millions of people in India could continue to watch a live broadcast of a man trying to kill another man using nothing but his mind.",00:14:32,2024-02-16T00:05:01.000Z,518-no-such-thing-as-andrew-marvell-s-cinematic-universe
,518. No Such Thing As Andrew Marvell's Cinematic Universe,3,James Harkin,The last thing that British soldiers going to the Crimean War saw was Queen Victoria throwing a shoe at them.,00:27:02,2024-02-16T00:05:01.000Z,518-no-such-thing-as-andrew-marvell-s-cinematic-universe
,518. No Such Thing As Andrew Marvell's Cinematic Universe,4,Andrew Hunter Murray,There is a chameleon in Madagascar which is effectively extinct for several months every year.,00:41:29,2024-02-16T00:05:01.000Z,518-no-such-thing-as-andrew-marvell-s-cinematic-universe
,519. No Such Thing As A Noice Computer,1,Olga Koch,The world's best prawn cocktail eater practices his technique with budget meatballs.,00:01:58,2024-02-23T00:05:01.000Z,519-no-such-thing-as-a-noice-computer
,519. No Such Thing As A Noice Computer,2,James Harkin,"In the Archi language of southern Russia, a single verb can have 1,502,839 possible forms.",00:15:23,2024-02-23T00:05:01.000Z,519-no-such-thing-as-a-noice-computer
,519. No Such Thing As A Noice Computer,3,Andrew Hunter Murray,"If cars had improved at the same rate as computers since 1971, they would now be able to travel at nearly the speed of light.",00:31:50,2024-02-23T00:05:01.000Z,519-no-such-thing-as-a-noice-computer
,519. No Such Thing As A Noice Computer,4,Dan Schreiber,"On the same day that Joni Mitchell released a Greatest Hits album, she also released a Greatest Misses album.",00:47:10,2024-02-23T00:05:01.000Z,519-no-such-thing-as-a-noice-computer
,520. No Such Thing As A Prehistoric Air Fryer,1,Melanie Bracewell,A study of magpies in Australia has revealed that magpies do not like to be studied.,00:02:26,2024-03-01T00:05:01.000Z,520-no-such-thing-as-a-prehistoric-air-fryer
,520. No Such Thing As A Prehistoric Air Fryer,2,James Harkin,The sport of netball was invented because its creator thought basketball made women grow bitter and lose control.,00:16:20,2024-03-01T00:05:01.000Z,520-no-such-thing-as-a-prehistoric-air-fryer
,520. No Such Thing As A Prehistoric Air Fryer,3,Andrew Hunter Murray,"When the asteroid which wiped out the dinosaurs hit, there was a brief burst of radiation so strong it would have immediately cooked some dinosaurs through.",00:29:34,2024-03-01T00:05:01.000Z,520-no-such-thing-as-a-prehistoric-air-fryer
,520. No Such Thing As A Prehistoric Air Fryer,4,Dan Schreiber,"In the 1980s, you could download video games over the radio.",00:38:31,2024-03-01T00:05:01.000Z,520-no-such-thing-as-a-prehistoric-air-fryer
,521. No Such Thing As A Human-Sized Peanut,1,Anna Ptaszynski,"In 1950, a ballet was performed at the Waldorf Hotel where the main characters were protons, electrons, neutrons and a Geiger counter.",00:00:39,2024-03-08T00:05:01.000Z,521-no-such-thing-as-a-human-sized-peanut
,521. No Such Thing As A Human-Sized Peanut,2,Andrew Hunter Murray,"In 1340, at the beginning of the Hundred Years' War, Edward III challenged King Philip VI of France to settle who was the rightful heir to the French throne by exposing themselves to hungry lions.",00:14:15,2024-03-08T00:05:01.000Z,521-no-such-thing-as-a-human-sized-peanut
,521. No Such Thing As A Human-Sized Peanut,3,Dan Schreiber,"Buzz Aldrin's dad once got so angry that his son wasn't featured on a US post stamp commemorating the moon landing that he went and stood outside the White House holding a placard that read, ""My son was first too.""",00:28:00,2024-03-08T00:05:01.000Z,521-no-such-thing-as-a-human-sized-peanut
,521. No Such Thing As A Human-Sized Peanut,4,James Harkin,"If you go to the Arctic at the right time, you can view huge herds of moss balls migrating across the plains.",00:42:48,2024-03-08T00:05:01.000Z,521-no-such-thing-as-a-human-sized-peanut
,522. No Such Thing As Monet's Bog Cottons,1,John Lloyd,"When the impressionist Claude Monet lived at Giverny, he had six gardeners, one of whose whole job was to dust and wash the water lilies and clean the surface of the water.",00:00:37,2024-03-15T00:05:01.000Z,522-no-such-thing-as-monet-s-bog-cottons
,522. No Such Thing As Monet's Bog Cottons,2,Anna Ptaszynski,Neolithic Europeans regularly burned their houses down for no apparent reason.,00:25:31,2024-03-15T00:05:01.000Z,522-no-such-thing-as-monet-s-bog-cottons
,522. No Such Thing As Monet's Bog Cottons,3,Dan Schreiber,"Despite warning us that everything we say would be recorded, we have lost all the recordings of everything that George Orwell said.",00:29:39,2024-03-15T00:05:01.000Z,522-no-such-thing-as-monet-s-bog-cottons
,522. No Such Thing As Monet's Bog Cottons,4,James Harkin,"In 14th century London, one punishment for selling unclean spices was to be put in the pillory and have the spices set on fire beneath your nose.",00:45:00,2024-03-15T00:05:01.000Z,522-no-such-thing-as-monet-s-bog-cottons
,523. No Such Thing As A Dice The Size Of The Universe,1,Matt Parker,The first computer to ever discover a shape starred in an episode of the 1980s sitcom Laverne and Shirley.,00:02:23,2024-03-22T00:05:01.000Z,523-no-such-thing-as-a-dice-the-size-of-the-universe
,523. No Such Thing As A Dice The Size Of The Universe,2,James Harkin,The woman who invented the trolley problem was the daughter of a man who made railway tracks for a living.,00:19:23,2024-03-22T00:05:01.000Z,523-no-such-thing-as-a-dice-the-size-of-the-universe
,523. No Such Thing As A Dice The Size Of The Universe,3,Anna Ptaszynski,"On the first ever road trip across America, multiple bridges collapsed under the weight of the cars and had to be rebuilt along the way.",00:33:33,2024-03-22T00:05:01.000Z,523-no-such-thing-as-a-dice-the-size-of-the-universe
,523. No Such Thing As A Dice The Size Of The Universe,4,Dan Schreiber,"In the board game Rising Sun, players are able to collect monsters that are inspired by both Japanese mythology and, by complete accident, a New Zealand farmer.",00:46:03,2024-03-22T00:05:01.000Z,523-no-such-thing-as-a-dice-the-size-of-the-universe
,524. No Such Thing As The Grand Old Dug Of Cardiff,1,James Harkin,Golfer Brenda Keane took part in the 2001 Women's US Open while eight months pregnant and started contractions on one of her back swings.,00:02:59,2024-03-28T23:55:00.000Z,524-no-such-thing-as-the-grand-old-dug-of-cardiff
,524. No Such Thing As The Grand Old Dug Of Cardiff,2,Anna Ptaszynski,"For almost a thousand years, Christians have debated whether to treat the barnacle goose as a barnacle or a goose.",00:17:01,2024-03-28T23:55:00.000Z,524-no-such-thing-as-the-grand-old-dug-of-cardiff
,524. No Such Thing As The Grand Old Dug Of Cardiff,3,Dan Schreiber,"Just after the Titanic hit the iceberg, many of the first class passengers sprung into action and immediately organized snowball fights for the next morning.",00:32:52,2024-03-28T23:55:00.000Z,524-no-such-thing-as-the-grand-old-dug-of-cardiff
,524. No Such Thing As The Grand Old Dug Of Cardiff,4,Lydia Maison,Entrepreneurs have been ending their business's names with 'near me' in an attempt to appear near the top of search results.,00:46:49,2024-03-28T23:55:00.000Z,524-no-such-thing-as-the-grand-old-dug-of-cardiff
,525. No Such Thing As A Clenched Shin,1,Dan Schreiber,The original voice of Porky Pig got fired for having a stutter.,00:00:36,2024-04-04T22:55:00.000Z,525-no-such-thing-as-a-clenched-shin
,525. No Such Thing As A Clenched Shin,2,Alex Bell,"In the 1950s, you could catch a bus from London to Calcutta.",00:14:37,2024-04-04T22:55:00.000Z,525-no-such-thing-as-a-clenched-shin
,525. No Such Thing As A Clenched Shin,3,James Harkin,Hockey masks were invented thanks to chronic sinusitis.,00:28:47,2024-04-04T22:55:00.000Z,525-no-such-thing-as-a-clenched-shin
,525. No Such Thing As A Clenched Shin,4,Anna Ptaszynski,The Lesseroo people of Papua New Guinea all avoid having sex during the pig-farrowing season.,00:44:23,2024-04-04T22:55:00.000Z,525-no-such-thing-as-a-clenched-shin
,526. No Such Thing As An Angry Banana,1,Andrew Hunter Murray,Half the nitrogen in your body was made in a factory.,00:02:13,2024-04-11T23:05:01.000Z,526-no-such-thing-as-an-angry-banana
,526. No Such Thing As An Angry Banana,2,Anna Ptaszynski,Harriet Tubman once walked into a hospital and asked a doctor to cut her head open and he immediately did.,00:17:00,2024-04-11T23:05:01.000Z,526-no-such-thing-as-an-angry-banana
,526. No Such Thing As An Angry Banana,3,James Harkin,Wasabi is good on sushi rolls and papyrus scrolls.,00:31:00,2024-04-11T23:05:01.000Z,526-no-such-thing-as-an-angry-banana
,526. No Such Thing As An Angry Banana,4,Dan Schreiber,Bees smell like bananas when they get angry.,00:42:06,2024-04-11T23:05:01.000Z,526-no-such-thing-as-an-angry-banana
,527. No Such Thing As A Rum and Woke,1,Erica McAllister,Some flies have tits on the inside.,00:02:09,2024-04-18T23:05:01.000Z,527-no-such-thing-as-a-rum-and-woke
,527. No Such Thing As A Rum and Woke,2,Anna Ptaszynski,The oldest rum brand in the world was founded by a man named Cumberbatch Sober.,00:16:36,2024-04-18T23:05:01.000Z,527-no-such-thing-as-a-rum-and-woke
,527. No Such Thing As A Rum and Woke,3,James Harkin,The Amazon rainforest is man-made.,00:31:08,2024-04-18T23:05:01.000Z,527-no-such-thing-as-a-rum-and-woke
,527. No Such Thing As A Rum and Woke,4,Andrew Hunter Murray,"The man who invented the karaoke machine also invented a device you could throw at robbers as they ran away, so they would be indelibly dyed.",00:41:35,2024-04-18T23:05:01.000Z,527-no-such-thing-as-a-rum-and-woke
,528. No Such Thing As A Toilet Haiku,1,James Harkin,"Children's author, Margaret Wise Brown, died from doing an over-enthusiastic can-can kick.",00:02:37,2024-04-25T23:05:02.000Z,528-no-such-thing-as-a-toilet-haiku
,528. No Such Thing As A Toilet Haiku,2,Anna Ptaszynski,The city of Matsuyama has over 90 post boxes specifically for mailing haiku.,00:17:30,2024-04-25T23:05:02.000Z,528-no-such-thing-as-a-toilet-haiku
,528. No Such Thing As A Toilet Haiku,3,Andrew Hunter Murray,In the early 1900s there was a debate over whether cinemas should be dark or fully lit.,00:31:30,2024-04-25T23:05:02.000Z,528-no-such-thing-as-a-toilet-haiku
,528. No Such Thing As A Toilet Haiku,4,Dan Schreiber,One of the oldest diving clubs in Ireland is the Muff Diving Club.,00:41:19,2024-04-25T23:05:02.000Z,528-no-such-thing-as-a-toilet-haiku
,529. No Such Thing As A Badger Love Note,1,Dan Schreiber,"In 1950s America, flight attendants consulted an alcohol chart of the sky so they knew when they were allowed to serve booze.",00:00:34,2024-05-02T23:05:01.000Z,529-no-such-thing-as-a-badger-love-note
,529. No Such Thing As A Badger Love Note,2,Anna Ptaszynski,A team of ecologists have been studying the health of the oceans by dissecting leftover tins of fish from the 1980s.,00:15:06,2024-05-02T23:05:01.000Z,529-no-such-thing-as-a-badger-love-note
,529. No Such Thing As A Badger Love Note,3,James Harkin,German writer Christoph Friedrich Nicolai treated his visions of ghosts by applying leeches to his anus.,00:31:34,2024-05-02T23:05:01.000Z,529-no-such-thing-as-a-badger-love-note
,529. No Such Thing As A Badger Love Note,4,Andrew Hunter Murray,"In some American states and cities in the late 80s, children could be sent to prison for six months for the crime of owning a pager.",00:43:35,2024-05-02T23:05:01.000Z,529-no-such-thing-as-a-badger-love-note
,530. No Such Thing As A Throbberthrob,1,James Harkin,"The more massive a white dwarf becomes, the smaller it gets.",00:03:23,2024-05-09T23:05:01.000Z,530-no-such-thing-as-a-throbberthrob
,530. No Such Thing As A Throbberthrob,2,Anna Ptaszynski,"Between the 1940s and 1980s, companies like Ford and General Electric put on Broadway-style productions just for their employees as a team bonding experience.",00:15:23,2024-05-09T23:05:01.000Z,530-no-such-thing-as-a-throbberthrob
,530. No Such Thing As A Throbberthrob,3,Dan Schreiber,The great-grandfather of the actor who plays Spock was literally a son of Vulcan.,00:28:40,2024-05-09T23:05:01.000Z,530-no-such-thing-as-a-throbberthrob
,530. No Such Thing As A Throbberthrob,4,Andrew Hunter Murray,"A bacteriophage is so tiny, but they are so abundant on Earth that if you stacked them all on top of each other, it would be 200 million light years of distance.",00:41:06,2024-05-09T23:05:01.000Z,530-no-such-thing-as-a-throbberthrob
,531. No Such Thing As A Teaspoon of Coal,1,Anna Ptaszynski,"In 1974, thousands of swallows migrated over the Alps by train and plane.",00:02:05,2024-05-16T23:05:01.000Z,531-no-such-thing-as-a-teaspoon-of-coal
,531. No Such Thing As A Teaspoon of Coal,2,Andrew Hunter Murray,"In 1827, a shop opened in Cincinnati where the principal currency was time itself.",00:16:01,2024-05-16T23:05:01.000Z,531-no-such-thing-as-a-teaspoon-of-coal
,531. No Such Thing As A Teaspoon of Coal,3,James Harkin,The 2023 Nobel Prize for Chemistry was won for discovering something that has been used in stained glass window making for a thousand years.,00:31:01,2024-05-16T23:05:01.000Z,531-no-such-thing-as-a-teaspoon-of-coal
